"","y1","x1","x2","x3","x","y"
"1",0.681560754776001,-0.743786893176273,-0.390083041103988,0.011323194144161,1,1
"2",0.0116455107927322,0.699420612654255,0.00500282612860293,-0.709196206173766,2,1
"3",-0.268756359815598,-0.735400792073975,0.308990468916061,0.774665089452703,3,1
"4",0.287410974502563,1.29517464703517,0.366099153223402,-0.994367807506838,4,1
"5",1.51411986351013,1.26564988281581,2.27302801018442,0.94935634909638,5,1
"6",2.22486305236816,-0.262594017826178,1.06605711221929,-0.100494055004053,6,1
"7",2.20117664337158,0.950442931478613,-0.551755177408147,1.77184968245654,7,1
"8",1.5376307964325,1.08152690640271,0.562371333789329,0.112635089112273,8,1
"9",0.949775755405426,-0.71644384866496,0.313856909852107,0.999317058803251,9,1
"10",-0.656748592853546,-0.198096053172383,0.389268309737287,0.587384376061854,10,1
"11",-1.18371665477753,-2.77151568907106,-0.777986455034293,-1.17264060026856,11,1
"12",-1.3097562789917,-0.816017415069417,-1.31329679079178,-0.655791347440996,12,1
"13",-1.34361064434052,-1.03262722739652,0.178814298990574,-0.0123993712954061,13,1
"14",-0.74050772190094,1.00279789740386,0.533969646934257,-1.66395501432741,14,1
"15",-0.739340782165527,-0.355213138729549,0.45071158343694,-0.518304693346025,15,1
"16",-0.323123961687088,-0.740014965019821,0.180551372974383,-0.964678562244474,16,1
"17",-0.946989059448242,-0.590834736457383,-1.65929154049867,-0.17495370828603,17,1
"18",-1.17285919189453,-1.12137772672294,-0.996321352463342,-0.74303724881372,18,1
"19",-0.437324553728104,0.103642027764152,-0.164661016184136,-1.13736897422924,19,1
"20",0.326667845249176,2.06875510749239,-0.940354601137726,0.503474728479781,20,1
"21",0.970826327800751,-0.0818597150578008,0.231358620115112,1.70742337792921,21,1
"22",0.974621057510376,-0.287206726905826,1.77535728120617,0.996140725828698,22,1
"23",0.0321051739156246,1.67590609687388,0.554128465781463,0.596088786278608,23,1
"24",-0.758847951889038,-0.951325781750592,-1.53239534539291,-0.0333862689098238,24,1
"25",-0.718161344528198,0.188477328810641,-0.858292279154373,0.215353575719924,25,1
"26",0.0178054738789797,-0.608151268401521,-0.550346758944788,-0.795198755170841,26,1
"27",0.0326430648565292,0.422866415628837,-1.34396770815267,-1.63197565049674,27,1
"28",0.207634136080742,-1.07566912592483,-1.01839769082125,0.878813022696077,28,1
"29",-0.292681187391281,-1.32144202221505,0.396155834434167,1.07913650299602,29,1
"30",-0.789027154445648,-0.671996447137549,0.770731773378752,0.332829516438276,30,1
"31",0.146533042192459,0.606103253784869,-0.00937394123540267,-0.0445741019734888,1,2
"32",0.948083519935608,0.440156917326112,-0.482818458296762,1.07046745244446,2,2
"33",1.14173257350922,0.397641273691926,0.745831110411795,0.656910984939954,3,2
